1,2,3,4,5,6,7,8,9,10,11,12,13
52640,2019/1/29 00:00,,S15,,,2019/2/12 00:00,TRUE,4,,,,A
52641,2019/4/25 00:00,,S30,,,2019/5/8 00:00,TRUE,7,,,母,A
52648,2019/9/10 00:00,,,,,2019/10/8 00:00,TRUE,6,,,母,A
52678,2019/7/30 00:00,,,,,2019/8/6 00:00,TRUE,4,,,公,A
122630,2019/5/25 00:00,,,,,2019/6/20 00:00,TRUE,5,1,,,B
122654,2019/2/2 00:00,,,,,2019/2/23 00:00,TRUE,5,1,,,B
124302,2019/8/9 00:00,,,,,2019/8/21 00:00,TRUE,6,1,,,B
127916,2019/7/30 00:00,,,,,2019/8/21 00:00,TRUE,5,1,,,B
185268,2019/7/2 00:00,,,,670,2019/7/26 00:00,TRUE,6,1,,,C
185275,2019/4/16 00:00,,,,675,2019/4/26 00:00,TRUE,6,1,,,C
185286,2019/7/2 00:00,,,,640,2019/7/26 00:00,TRUE,5,1,,,C
1051815,2019/1/13 00:00,,S7,,,2019/2/12 00:00,TRUE,4,,,母,A
1051841,2019/1/2 00:00,,S2,,,2019/1/11 00:00,TRUE,4,,,母,A
1051856,2019/9/10 00:00,,,,,2019/10/8 00:00,TRUE,4,,,公,A
1051857,2019/7/21 00:00,,S52,,,2019/8/6 00:00,TRUE,5,,,母,A
1051862,2019/9/17 00:00,,S72,,,2019/10/8 00:00,TRUE,4,,,母,A
1123336,2019/2/17 00:00,,,,,2019/2/23 00:00,TRUE,6,2,,,B
1123360,2019/5/9 00:00,,,,,2019/6/20 00:00,TRUE,4,1,,,B
1123363,2019/9/14 00:00,,,,,2019/9/19 00:00,TRUE,5,2,,,B
1123374,2019/2/5 00:00,,,,,2019/2/23 00:00,TRUE,4,1,,,B
1123407,2019/10/8 00:00,,,,,2019/10/24 00:00,TRUE,5,1,,,B
2051990,2019/6/10 00:00,,,,,2019/7/2 00:00,TRUE,4,,,公,A
2052012,2019/2/14 00:00,,S21,,,2019/3/7 00:00,TRUE,3,,,母,A
2052017,2019/6/25 00:00,,S44,,,2019/7/2 00:00,TRUE,3,,,母,A
2052021,2019/10/22 00:00,,S86,,,2019/11/5 00:00,TRUE,4,,,母,A
2052035,2019/8/11 00:00,,S58,,,2019/9/2 00:00,TRUE,4,,,母,A
2052062,2019/3/3 00:00,,S25,,,2019/4/10 00:00,TRUE,4,,,母,A
2052063,2019/8/13 00:00,,,,,2019/9/2 00:00,TRUE,4,,,,A
2052065,2019/4/10 00:00,,,,,2019/5/8 00:00,TRUE,4,,,公,A
2052066,2019/5/18 00:00,,S33,,,2019/6/5 00:00,TRUE,4,,,母,A
2052070,2019/3/18 00:00,,S26,,,2019/4/10 00:00,TRUE,4,,,母,A
2052073,2019/2/14 00:00,,S20,,,2019/3/7 00:00,TRUE,3,,,母,A
2052073,2019/8/18 00:00,,,,,2019/9/2 00:00,TRUE,4,,,,A
2052074,2019/1/17 00:00,,S9,,,2019/2/12 00:00,TRUE,4,,,,A
2121412,2019/6/10 00:00,,,,,2019/6/20 00:00,TRUE,5,1,,,B
2121418,2019/4/4 00:00,,,,,2019/6/20 00:00,TRUE,4,2,,,B
2121420,2019/9/1 00:00,,,,,2019/9/19 00:00,TRUE,5,1,,,B
2122338,2019/3/15 00:00,,,,,2019/3/20 00:00,TRUE,5,1,,,B
2122352,2019/5/21 00:00,,,,,2019/6/20 00:00,TRUE,4,2,,,B
2122353,2019/1/27 00:00,,,,,2019/2/23 00:00,TRUE,5,1,,,B
2122356,2019/3/26 00:00,,,,,2019/6/20 00:00,TRUE,5,1,,,B
2122358,2019/7/21 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
2122364,2019/8/9 00:00,,,,,2019/8/21 00:00,TRUE,4,1,,,B
2122370,2019/9/6 00:00,,,,,2019/9/19 00:00,TRUE,5,1,,,B
2122397,2019/9/16 00:00,,,,,2019/9/19 00:00,TRUE,5,2,,,B
2122410,2019/5/21 00:00,,,,,2019/6/20 00:00,TRUE,4,1,,,B
2122424,2019/5/2 00:00,,,,,2019/6/20 00:00,TRUE,4,1,,,B
2122428,2019/3/7 00:00,,,,,2019/3/20 00:00,TRUE,4,1,,,B
2122433,2019/1/6 00:00,2019/10/5 00:00,,,,2019/1/19 00:00,TRUE,4,1,,,B
2122437,2019/9/29 00:00,,,,,2019/10/24 00:00,TRUE,4,1,,,B
2122439,2019/3/24 00:00,,,,,2019/6/20 00:00,TRUE,4,,,,B
2122441,2019/7/24 00:00,,,,,2019/8/21 00:00,TRUE,4,2,,,B
2122444,2019/9/30 00:00,,,,,2019/10/24 00:00,TRUE,4,1,,,B
2122450,2019/4/29 00:00,,,,,2019/6/20 00:00,TRUE,4,1,,,B
2123503,2019/1/30 00:00,,,,,2019/2/23 00:00,TRUE,4,1,,,B
2126913,2019/3/29 00:00,,,,,2019/4/25 00:00,TRUE,1,1,,,B
2126917,2019/4/9 00:00,,,,,2019/4/24 00:00,TRUE,1,2,,,B
2126919,2019/4/6 00:00,,,,,2019/4/24 00:00,TRUE,1,2,,,B
2127032,2019/3/4 00:00,,,,,2019/10/24 00:00,TRUE,4,1,,,B
2127034,2019/4/23 00:00,,,,,2019/5/24 00:00,TRUE,2,1,,,B
2127035,2019/4/24 00:00,,,,,2019/5/24 00:00,TRUE,1,1,,,B
2127037,2019/2/27 00:00,,,,,2019/3/20 00:00,TRUE,1,2,,,B
2127042,2019/4/4 00:00,,,,,2019/4/24 00:00,TRUE,1,1,,,B
2127043,2019/7/30 00:00,,,,,2019/8/21 00:00,TRUE,1,1,,,B
2127044,2019/2/23 00:00,,,,,2019/3/20 00:00,TRUE,1,1,,,B
2127047,2019/2/11 00:00,2019/7/1 00:00,,,,2019/3/20 00:00,TRUE,5,1,,,B
2127048,2019/1/21 00:00,2019/10/17 00:00,,,,2019/2/23 00:00,TRUE,1,2,,,B
2127049,2019/2/3 00:00,,,,,2019/2/23 00:00,TRUE,1,1,,,B
2127050,2019/5/2 00:00,,,,,2019/5/24 00:00,TRUE,1,1,,,B
2127052,2019/1/2 00:00,,,,,2019/2/23 00:00,TRUE,1,1,,,B
2127054,2019/3/1 00:00,,,,,2019/3/20 00:00,TRUE,1,2,,,B
2127055,2019/4/2 00:00,,,,,2019/4/24 00:00,TRUE,1,1,,,B
2127056,2019/3/10 00:00,,,,,2019/3/20 00:00,TRUE,1,2,,,B
2127057,2019/2/28 00:00,,,,,2019/3/20 00:00,TRUE,1,1,,,B
2127058,2019/1/9 00:00,,,,,2019/1/19 00:00,TRUE,1,1,,,B
2127061,2019/2/18 00:00,,,,,2019/2/23 00:00,TRUE,1,1,,,B
2127062,2019/3/24 00:00,,,,,2019/4/24 00:00,TRUE,1,2,,,B
2127063,2019/4/7 00:00,,,,,2019/4/24 00:00,TRUE,1,2,,,B
2127064,2019/2/13 00:00,,,,,2019/2/23 00:00,TRUE,1,1,,,B
2127065,2019/1/1 00:00,,,,,2019/1/19 00:00,TRUE,1,1,,,B
2127068,2019/3/29 00:00,,,,,2019/4/24 00:00,TRUE,1,1,,,B
2127069,2019/6/27 00:00,,,,,2019/7/23 00:00,TRUE,1,2,,,B
2127070,2019/3/9 00:00,,,,,2019/3/20 00:00,TRUE,1,2,,,B
2127072,2019/2/4 00:00,,,,,2019/2/23 00:00,TRUE,1,2,,,B
2127076,2019/8/10 00:00,,,,,2019/8/21 00:00,TRUE,1,1,,,B
2127079,2019/6/24 00:00,,,,,2019/7/23 00:00,TRUE,1,1,,,B
2127081,2019/3/31 00:00,,,,,2019/4/24 00:00,TRUE,1,1,,,B
2127085,2019/2/23 00:00,,,,,2019/3/20 00:00,TRUE,1,1,,,B
2127086,2019/1/31 00:00,,,,,2019/2/23 00:00,TRUE,1,2,,,B
2127087,2019/3/2 00:00,,,,,2019/3/20 00:00,TRUE,1,1,,,B
2127089,2019/8/6 00:00,,,,,2019/8/21 00:00,TRUE,1,1,,,B
2127090,2019/2/12 00:00,,,,,2019/2/23 00:00,TRUE,1,1,,,B
2127092,2019/6/29 00:00,,,,,2019/7/23 00:00,TRUE,1,2,,,B
2127093,2019/8/25 00:00,,,,,2019/9/20 00:00,TRUE,1,1,,,B
2127098,2019/4/18 00:00,,,,,2019/4/24 00:00,TRUE,1,1,,,B
2127099,2019/6/2 00:00,,,,,2019/6/20 00:00,TRUE,1,2,,,B
2127100,2019/3/27 00:00,,,,,2019/4/24 00:00,TRUE,1,1,,,B
2127101,2019/7/21 00:00,,,,,2019/8/21 00:00,TRUE,1,1,,,B
2127103,2019/6/29 00:00,,,,,2019/7/23 00:00,TRUE,1,1,,,B
2127105,2019/6/15 00:00,,,,,2019/6/20 00:00,TRUE,1,2,,,B
2127106,2019/7/24 00:00,,,,,2019/8/21 00:00,TRUE,1,1,,,B
2127109,2019/7/4 00:00,,,,,2019/7/23 00:00,TRUE,1,1,,,B
2127144,2019/6/29 00:00,,,,,2019/7/23 00:00,TRUE,1,2,,,B
2188118,2019/7/13 00:00,,,,665,2019/7/26 00:00,TRUE,5,1,,,C
2188119,2019/1/27 00:00,,,,650,2019/2/26 00:00,TRUE,5,2,,,C
2188124,2019/7/11 00:00,,,,680,2019/7/26 00:00,TRUE,5,1,,,C
2188127,2019/9/5 00:00,,,,660,2019/9/23 00:00,TRUE,5,1,,,C
2188136,2019/1/25 00:00,,8181369,,640,2019/2/26 00:00,TRUE,4,1,,母,C
2188147,2019/7/20 00:00,,,,640,2019/7/26 00:00,TRUE,4,1,,,C
2188155,2019/9/12 00:00,,,,630,2019/9/23 00:00,TRUE,5,1,,,C
3051512,2019/9/14 00:00,,,,,2019/10/8 00:00,TRUE,3,,,公,A
3051515,2019/7/27 00:00,,,,,2019/8/6 00:00,TRUE,3,,,,A
3051516,2019/1/8 00:00,,S6,,,2019/1/11 00:00,TRUE,2,,,母,A
3051524,2019/8/8 00:00,,S57,,,2019/9/2 00:00,TRUE,3,,,母,A
3051526,2019/9/28 00:00,,S79,,,2019/10/8 00:00,TRUE,3,,,母,A
3051531,2019/10/23 00:00,,S87,,,2019/11/5 00:00,TRUE,3,,,母,A
3051532,2019/1/3 00:00,,S4,,,2019/1/11 00:00,TRUE,2,,,母,A
3051535,2019/1/26 00:00,,S12,,,2019/2/12 00:00,TRUE,2,,,母,A
3051542,2019/10/30 00:00,,S90,,,2019/11/5 00:00,TRUE,4,,,母,A
3051550,2019/6/10 00:00,,S41,,,2019/7/2 00:00,TRUE,3,,,母,A
3051555,2019/1/3 00:00,,S3,,,2019/1/11 00:00,TRUE,3,,,母,A
3051574,2019/9/24 00:00,,S74,,,2019/10/8 00:00,TRUE,2,,,母,A
3051575,2019/10/5 00:00,,S82,,,2019/10/8 00:00,TRUE,3,,,母,A
3051581,2019/8/30 00:00,,,,,2019/9/2 00:00,TRUE,3,,,,A
3051592,2019/8/3 00:00,,,,,2019/8/6 00:00,TRUE,3,,,,A
3051593,2019/9/8 00:00,,S68,,,2019/10/8 00:00,TRUE,4,,,母,A
3051595,2019/2/4 00:00,,S18,,,2019/2/12 00:00,TRUE,2,,,母,A
3125295,2019/1/27 00:00,,,,,2019/2/23 00:00,TRUE,2,1,,,B
3125296,2019/8/6 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3125301,2019/10/16 00:00,,,,,2019/10/24 00:00,TRUE,3,1,,,B
3125304,2019/4/15 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125310,2019/4/28 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125311,2019/8/3 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3125316,2019/8/9 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3125319,2019/4/5 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125320,2019/5/29 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125321,2019/7/6 00:00,,,,,2019/7/19 00:00,TRUE,3,1,,,B
3125322,2019/10/6 00:00,,,,,2019/10/24 00:00,TRUE,2,1,,,B
3125329,2019/3/3 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3125332,2019/3/12 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3125333,2019/7/14 00:00,,,,,2019/7/19 00:00,TRUE,3,1,,,B
3125334,2019/5/16 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125336,2019/8/14 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3125343,2019/2/23 00:00,,,,,2019/3/20 00:00,TRUE,2,1,,,B
3125347,2019/4/18 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125349,2019/1/30 00:00,,,,,2019/2/23 00:00,TRUE,3,1,,,B
3125350,2019/4/28 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125351,2019/9/2 00:00,,,,,2019/9/19 00:00,TRUE,3,1,,,B
3125352,2019/4/13 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125353,2019/1/3 00:00,,,,,2019/1/19 00:00,TRUE,3,1,,,B
3125356,2019/3/31 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125357,2019/3/31 00:00,2019/8/2 00:00,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125357,2019/10/2 00:00,,,,,2019/10/24 00:00,TRUE,4,1,,,B
3125360,2019/3/17 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3125364,2019/5/12 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3125377,2019/5/5 00:00,,,,,2019/6/20 00:00,TRUE,3,2,,,B
3125383,2019/1/9 00:00,,,,,2019/1/19 00:00,TRUE,2,1,,,B
3125384,2019/1/5 00:00,,,,,2019/1/19 00:00,TRUE,3,1,,,B
3125389,2019/3/16 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3126111,2019/4/18 00:00,,,,,2019/6/20 00:00,TRUE,2,2,,,B
3126118,2019/2/23 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3126134,2019/1/12 00:00,,,,,2019/1/19 00:00,TRUE,4,1,,,B
3126137,2019/8/23 00:00,,,,,2019/9/19 00:00,TRUE,4,1,,,B
3126141,2019/1/14 00:00,,,,,2019/1/19 00:00,TRUE,2,1,,,B
3126151,2019/7/24 00:00,,,,,2019/8/21 00:00,TRUE,4,1,,,B
3126154,2019/9/24 00:00,,,,,2019/10/24 00:00,TRUE,4,1,,,B
3126157,2019/10/1 00:00,,,,,2019/10/24 00:00,TRUE,4,2,,,B
3126160,2019/1/2 00:00,2019/7/1 00:00,,,,2019/1/19 00:00,TRUE,3,1,,,B
3126170,2019/9/18 00:00,,,,,2019/10/24 00:00,TRUE,3,1,,,B
3126174,2019/9/20 00:00,,,,,2019/10/24 00:00,TRUE,4,1,,,B
3126187,2019/8/6 00:00,,,,,2019/8/21 00:00,TRUE,4,1,,,B
3126188,2019/3/16 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3126189,2019/3/2 00:00,,,,,2019/3/20 00:00,TRUE,3,2,,,B
3126196,2019/2/17 00:00,,,,,2019/2/23 00:00,TRUE,3,1,,,B
3126201,2019/7/6 00:00,,,,,2019/7/19 00:00,TRUE,4,1,,,B
3126206,2019/4/24 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3126218,2019/7/27 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3128048,2019/5/8 00:00,,,,,2019/6/20 00:00,TRUE,2,1,,,B
3128049,2019/1/26 00:00,,,,,2019/2/23 00:00,TRUE,2,1,,,B
3128051,2019/10/3 00:00,,,,,2019/10/24 00:00,TRUE,2,2,,,B
3128056,2019/2/20 00:00,,,,,2019/2/23 00:00,TRUE,2,2,,,B
3128058,2019/8/10 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3128059,2019/1/11 00:00,,,,,2019/1/19 00:00,TRUE,3,1,,,B
3128073,2019/7/29 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3128074,2019/9/8 00:00,,,,,2019/9/19 00:00,TRUE,3,1,,,B
3128077,2019/4/23 00:00,,,,,2019/6/20 00:00,TRUE,2,1,,,B
3128078,2019/1/24 00:00,,,,,2019/2/23 00:00,TRUE,2,1,,,B
3128823,2019/5/12 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3128828,2019/3/4 00:00,,,,,2019/3/20 00:00,TRUE,3,1,,,B
3128830,2019/4/10 00:00,,,,,2019/6/20 00:00,TRUE,2,1,,,B
3128831,2019/8/9 00:00,,,,,2019/8/21 00:00,TRUE,3,1,,,B
3128835,2019/9/1 00:00,,,,,2019/9/19 00:00,TRUE,3,1,,,B
3128839,2019/3/16 00:00,,,,,2019/3/20 00:00,TRUE,2,2,,,B
3128840,2019/2/17 00:00,,,,,2019/2/23 00:00,TRUE,3,1,,,B
3128844,2019/5/20 00:00,,,,,2019/6/20 00:00,TRUE,3,1,,,B
3128847,2019/1/14 00:00,,,,,2019/1/19 00:00,TRUE,3,1,,,B
3183612,2019/1/9 00:00,,,,630,2019/1/24 00:00,TRUE,4,1,,,C
3183617,2019/7/1 00:00,,8181407,,620,2019/7/26 00:00,TRUE,4,1,,母,C
3183643,2019/7/5 00:00,,8181408,,630,2019/7/26 00:00,TRUE,4,1,,母,C
3183659,2019/4/2 00:00,,8181386,,605,2019/4/26 00:00,TRUE,3,1,,母,C
4051517,2019/7/19 00:00,,S51,,,2019/8/6 00:00,TRUE,3,,,母,A
4051525,2019/10/16 00:00,,S85,,,2019/11/5 00:00,TRUE,3,,,母,A
4051526,2019/6/21 00:00,,S43,,,2019/7/2 00:00,TRUE,2,,,母,A
4051527,2019/11/1 00:00,,S91,,,2019/11/5 00:00,TRUE,3,,,母,A
4051528,2019/10/2 00:00,,S80,,,2019/10/8 00:00,TRUE,2,,,母,A
4051532,2019/8/6 00:00,,,,,2019/9/2 00:00,TRUE,3,,,,A
4051533,2019/11/4 00:00,,S94,,,2019/11/5 00:00,TRUE,3,,,母,A
4051534,2019/7/2 00:00,,,,,2019/8/6 00:00,TRUE,3,,,,A
4051537,2019/9/25 00:00,,S75,S76,,2019/10/8 00:00,TRUE,3,,,母,A
4051538,2019/9/14 00:00,,,,,2019/10/8 00:00,TRUE,2,,,公,A
4051541,2019/5/31 00:00,,S39,,,2019/6/5 00:00,TRUE,2,,,母,A
